bam_filename,bam_index_filename,dataset_pk,is_on_blob,library_id,sample_id
SA402N/A47296/merge32805_bwa-mem-0.7.6a-sb/125bp/hg19a/A47296_2_lanes_dupsFlagged.bam,SA402N/A47296/merge32805_bwa-mem-0.7.6a-sb/125bp/hg19a/A47296_2_lanes_dupsFlagged.bam.bai,5775,True,A47296,SA402N
SA404N/A47298/merge32795_bwa-mem-0.7.6a-sb/125bp/hg19a/A47298_2_lanes_dupsFlagged.bam,SA404N/A47298/merge32795_bwa-mem-0.7.6a-sb/125bp/hg19a/A47298_2_lanes_dupsFlagged.bam.bai,5776,True,A47298,SA404N
SA654N/A47299/merge32913_bwa-mem-0.7.6a-sb/125bp/hg19a/A47299_2_lanes_dupsFlagged.bam,SA654N/A47299/merge32913_bwa-mem-0.7.6a-sb/125bp/hg19a/A47299_2_lanes_dupsFlagged.bam.bai,5777,True,A47299,SA654N
SA655N/A47300/merge32825_bwa-mem-0.7.6a-sb/125bp/hg19a/A47300_2_lanes_dupsFlagged.bam,SA655N/A47300/merge32825_bwa-mem-0.7.6a-sb/125bp/hg19a/A47300_2_lanes_dupsFlagged.bam.bai,5778,True,A47300,SA655N
SA274N/A47301/merge32804_bwa-mem-0.7.6a-sb/125bp/hg19a/A47301_2_lanes_dupsFlagged.bam,SA274N/A47301/merge32804_bwa-mem-0.7.6a-sb/125bp/hg19a/A47301_2_lanes_dupsFlagged.bam.bai,5779,True,A47301,SA274N
SA287N/A47302/merge32803_bwa-mem-0.7.6a-sb/125bp/hg19a/A47302_2_lanes_dupsFlagged.bam,SA287N/A47302/merge32803_bwa-mem-0.7.6a-sb/125bp/hg19a/A47302_2_lanes_dupsFlagged.bam.bai,5780,True,A47302,SA287N
SA276N/A47303/merge32802_bwa-mem-0.7.6a-sb/125bp/hg19a/A47303_2_lanes_dupsFlagged.bam,SA276N/A47303/merge32802_bwa-mem-0.7.6a-sb/125bp/hg19a/A47303_2_lanes_dupsFlagged.bam.bai,5781,True,A47303,SA276N
SA279N/A47304/merge32801_bwa-mem-0.7.6a-sb/125bp/hg19a/A47304_2_lanes_dupsFlagged.bam,SA279N/A47304/merge32801_bwa-mem-0.7.6a-sb/125bp/hg19a/A47304_2_lanes_dupsFlagged.bam.bai,5782,True,A47304,SA279N
SA665/A48156/merge32798_bwa-mem-0.7.6a-sb/125bp/hg19a/A48156_4_lanes_dupsFlagged.bam,SA665/A48156/merge32798_bwa-mem-0.7.6a-sb/125bp/hg19a/A48156_4_lanes_dupsFlagged.bam.bai,5848,True,A48156,SA665
SA665N/A48158/merge32460_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A48158_3_lanes_dupsFlagged.bam,SA665N/A48158/merge32460_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A48158_3_lanes_dupsFlagged.bam.bai,4798,True,A48158,SA665N
SA275/A48966/merge32932_bwa-mem-0.7.6a-sb/125bp/hg19a/A48966_4_lanes_dupsFlagged.bam,SA275/A48966/merge32932_bwa-mem-0.7.6a-sb/125bp/hg19a/A48966_4_lanes_dupsFlagged.bam.bai,5849,True,A48966,SA275
SA283/A48967/merge32935_bwa-mem-0.7.6a-sb/125bp/hg19a/A48967_4_lanes_dupsFlagged.bam,SA283/A48967/merge32935_bwa-mem-0.7.6a-sb/125bp/hg19a/A48967_4_lanes_dupsFlagged.bam.bai,5850,True,A48967,SA283
SA394/A48969/merge32944_bwa-mem-0.7.6a-sb/125bp/hg19a/A48969_4_lanes_dupsFlagged.bam,SA394/A48969/merge32944_bwa-mem-0.7.6a-sb/125bp/hg19a/A48969_4_lanes_dupsFlagged.bam.bai,5851,True,A48969,SA394
SA395/A48970/merge32929_bwa-mem-0.7.6a-sb/125bp/hg19a/A48970_4_lanes_dupsFlagged.bam,SA395/A48970/merge32929_bwa-mem-0.7.6a-sb/125bp/hg19a/A48970_4_lanes_dupsFlagged.bam.bai,5852,True,A48970,SA395
SA666/A48971/merge32928_bwa-mem-0.7.6a-sb/125bp/hg19a/A48971_4_lanes_dupsFlagged.bam,SA666/A48971/merge32928_bwa-mem-0.7.6a-sb/125bp/hg19a/A48971_4_lanes_dupsFlagged.bam.bai,5853,True,A48971,SA666
SA667/A48972/merge32945_bwa-mem-0.7.6a-sb/125bp/hg19a/A48972_4_lanes_dupsFlagged.bam,SA667/A48972/merge32945_bwa-mem-0.7.6a-sb/125bp/hg19a/A48972_4_lanes_dupsFlagged.bam.bai,5854,True,A48972,SA667
SA668/A48973/merge32930_bwa-mem-0.7.6a-sb/125bp/hg19a/A48973_4_lanes_dupsFlagged.bam,SA668/A48973/merge32930_bwa-mem-0.7.6a-sb/125bp/hg19a/A48973_4_lanes_dupsFlagged.bam.bai,5855,True,A48973,SA668
SA669/A48974/merge32943_bwa-mem-0.7.6a-sb/125bp/hg19a/A48974_4_lanes_dupsFlagged.bam,SA669/A48974/merge32943_bwa-mem-0.7.6a-sb/125bp/hg19a/A48974_4_lanes_dupsFlagged.bam.bai,5856,True,A48974,SA669
SA671/A48976/merge32937_bwa-mem-0.7.6a-sb/125bp/hg19a/A48976_4_lanes_dupsFlagged.bam,SA671/A48976/merge32937_bwa-mem-0.7.6a-sb/125bp/hg19a/A48976_4_lanes_dupsFlagged.bam.bai,5857,True,A48976,SA671
SA672/A48977/merge32940_bwa-mem-0.7.6a-sb/125bp/hg19a/A48977_4_lanes_dupsFlagged.bam,SA672/A48977/merge32940_bwa-mem-0.7.6a-sb/125bp/hg19a/A48977_4_lanes_dupsFlagged.bam.bai,5858,True,A48977,SA672
SA673/A48978/merge32931_bwa-mem-0.7.6a-sb/125bp/hg19a/A48978_4_lanes_dupsFlagged.bam,SA673/A48978/merge32931_bwa-mem-0.7.6a-sb/125bp/hg19a/A48978_4_lanes_dupsFlagged.bam.bai,5859,True,A48978,SA673
SA674/A48979/merge32936_bwa-mem-0.7.6a-sb/125bp/hg19a/A48979_4_lanes_dupsFlagged.bam,SA674/A48979/merge32936_bwa-mem-0.7.6a-sb/125bp/hg19a/A48979_4_lanes_dupsFlagged.bam.bai,5860,True,A48979,SA674
SA675/A48980/merge32946_bwa-mem-0.7.6a-sb/125bp/hg19a/A48980_4_lanes_dupsFlagged.bam,SA675/A48980/merge32946_bwa-mem-0.7.6a-sb/125bp/hg19a/A48980_4_lanes_dupsFlagged.bam.bai,5861,True,A48980,SA675
SA676/A48981/merge32938_bwa-mem-0.7.6a-sb/125bp/hg19a/A48981_4_lanes_dupsFlagged.bam,SA676/A48981/merge32938_bwa-mem-0.7.6a-sb/125bp/hg19a/A48981_4_lanes_dupsFlagged.bam.bai,5862,True,A48981,SA676
SA677/A48982/merge32947_bwa-mem-0.7.6a-sb/125bp/hg19a/A48982_4_lanes_dupsFlagged.bam,SA677/A48982/merge32947_bwa-mem-0.7.6a-sb/125bp/hg19a/A48982_4_lanes_dupsFlagged.bam.bai,5863,True,A48982,SA677
SA678/A48983/merge32933_bwa-mem-0.7.6a-sb/125bp/hg19a/A48983_4_lanes_dupsFlagged.bam,SA678/A48983/merge32933_bwa-mem-0.7.6a-sb/125bp/hg19a/A48983_4_lanes_dupsFlagged.bam.bai,5864,True,A48983,SA678
SA679/A48984/merge32942_bwa-mem-0.7.6a-sb/125bp/hg19a/A48984_4_lanes_dupsFlagged.bam,SA679/A48984/merge32942_bwa-mem-0.7.6a-sb/125bp/hg19a/A48984_4_lanes_dupsFlagged.bam.bai,5865,True,A48984,SA679
SA680/A48985/merge32948_bwa-mem-0.7.6a-sb/125bp/hg19a/A48985_4_lanes_dupsFlagged.bam,SA680/A48985/merge32948_bwa-mem-0.7.6a-sb/125bp/hg19a/A48985_4_lanes_dupsFlagged.bam.bai,5866,True,A48985,SA680
SA681/A48986/merge32934_bwa-mem-0.7.6a-sb/125bp/hg19a/A48986_4_lanes_dupsFlagged.bam,SA681/A48986/merge32934_bwa-mem-0.7.6a-sb/125bp/hg19a/A48986_4_lanes_dupsFlagged.bam.bai,5867,True,A48986,SA681
SA682/A48987/merge32949_bwa-mem-0.7.6a-sb/125bp/hg19a/A48987_4_lanes_dupsFlagged.bam,SA682/A48987/merge32949_bwa-mem-0.7.6a-sb/125bp/hg19a/A48987_4_lanes_dupsFlagged.bam.bai,5868,True,A48987,SA682
SA683/A48988/merge32950_bwa-mem-0.7.6a-sb/125bp/hg19a/A48988_4_lanes_dupsFlagged.bam,SA683/A48988/merge32950_bwa-mem-0.7.6a-sb/125bp/hg19a/A48988_4_lanes_dupsFlagged.bam.bai,5869,True,A48988,SA683
SA275N/A48989/merge32941_bwa-mem-0.7.6a-sb/125bp/hg19a/A48989_2_lanes_dupsFlagged.bam,SA275N/A48989/merge32941_bwa-mem-0.7.6a-sb/125bp/hg19a/A48989_2_lanes_dupsFlagged.bam.bai,5783,True,A48989,SA275N
SA283N/A48990/merge32939_bwa-mem-0.7.6a-sb/125bp/hg19a/A48990_2_lanes_dupsFlagged.bam,SA283N/A48990/merge32939_bwa-mem-0.7.6a-sb/125bp/hg19a/A48990_2_lanes_dupsFlagged.bam.bai,5784,True,A48990,SA283N
SA394N/A48992/merge32951_bwa-mem-0.7.6a-sb/125bp/hg19a/A48992_2_lanes_dupsFlagged.bam,SA394N/A48992/merge32951_bwa-mem-0.7.6a-sb/125bp/hg19a/A48992_2_lanes_dupsFlagged.bam.bai,5785,True,A48992,SA394N
SA395N/A48993/merge32952_bwa-mem-0.7.6a-sb/125bp/hg19a/A48993_2_lanes_dupsFlagged.bam,SA395N/A48993/merge32952_bwa-mem-0.7.6a-sb/125bp/hg19a/A48993_2_lanes_dupsFlagged.bam.bai,5786,True,A48993,SA395N
SA666N/A48994/merge32953_bwa-mem-0.7.6a-sb/125bp/hg19a/A48994_2_lanes_dupsFlagged.bam,SA666N/A48994/merge32953_bwa-mem-0.7.6a-sb/125bp/hg19a/A48994_2_lanes_dupsFlagged.bam.bai,5787,True,A48994,SA666N
SA668N/A48996/merge32954_bwa-mem-0.7.6a-sb/125bp/hg19a/A48996_2_lanes_dupsFlagged.bam,SA668N/A48996/merge32954_bwa-mem-0.7.6a-sb/125bp/hg19a/A48996_2_lanes_dupsFlagged.bam.bai,5788,True,A48996,SA668N
SA669N/A48997/merge32955_bwa-mem-0.7.6a-sb/125bp/hg19a/A48997_2_lanes_dupsFlagged.bam,SA669N/A48997/merge32955_bwa-mem-0.7.6a-sb/125bp/hg19a/A48997_2_lanes_dupsFlagged.bam.bai,5789,True,A48997,SA669N
SA671N/A48999/merge32956_bwa-mem-0.7.6a-sb/125bp/hg19a/A48999_2_lanes_dupsFlagged.bam,SA671N/A48999/merge32956_bwa-mem-0.7.6a-sb/125bp/hg19a/A48999_2_lanes_dupsFlagged.bam.bai,5790,True,A48999,SA671N
SA672N/A49000/merge32957_bwa-mem-0.7.6a-sb/125bp/hg19a/A49000_2_lanes_dupsFlagged.bam,SA672N/A49000/merge32957_bwa-mem-0.7.6a-sb/125bp/hg19a/A49000_2_lanes_dupsFlagged.bam.bai,5791,True,A49000,SA672N
SA673N/A49001/merge32958_bwa-mem-0.7.6a-sb/125bp/hg19a/A49001_2_lanes_dupsFlagged.bam,SA673N/A49001/merge32958_bwa-mem-0.7.6a-sb/125bp/hg19a/A49001_2_lanes_dupsFlagged.bam.bai,5792,True,A49001,SA673N
SA674N/A49002/merge32959_bwa-mem-0.7.6a-sb/125bp/hg19a/A49002_2_lanes_dupsFlagged.bam,SA674N/A49002/merge32959_bwa-mem-0.7.6a-sb/125bp/hg19a/A49002_2_lanes_dupsFlagged.bam.bai,5793,True,A49002,SA674N
SA675N/A49003/merge32960_bwa-mem-0.7.6a-sb/125bp/hg19a/A49003_2_lanes_dupsFlagged.bam,SA675N/A49003/merge32960_bwa-mem-0.7.6a-sb/125bp/hg19a/A49003_2_lanes_dupsFlagged.bam.bai,5794,True,A49003,SA675N
SA676N/A49004/merge32961_bwa-mem-0.7.6a-sb/125bp/hg19a/A49004_2_lanes_dupsFlagged.bam,SA676N/A49004/merge32961_bwa-mem-0.7.6a-sb/125bp/hg19a/A49004_2_lanes_dupsFlagged.bam.bai,5795,True,A49004,SA676N
SA677N/A49005/merge32962_bwa-mem-0.7.6a-sb/125bp/hg19a/A49005_2_lanes_dupsFlagged.bam,SA677N/A49005/merge32962_bwa-mem-0.7.6a-sb/125bp/hg19a/A49005_2_lanes_dupsFlagged.bam.bai,5796,True,A49005,SA677N
SA678N/A49006/merge32963_bwa-mem-0.7.6a-sb/125bp/hg19a/A49006_2_lanes_dupsFlagged.bam,SA678N/A49006/merge32963_bwa-mem-0.7.6a-sb/125bp/hg19a/A49006_2_lanes_dupsFlagged.bam.bai,5797,True,A49006,SA678N
SA679N/A49007/merge32964_bwa-mem-0.7.6a-sb/125bp/hg19a/A49007_2_lanes_dupsFlagged.bam,SA679N/A49007/merge32964_bwa-mem-0.7.6a-sb/125bp/hg19a/A49007_2_lanes_dupsFlagged.bam.bai,5798,True,A49007,SA679N
SA680N/A49008/merge32965_bwa-mem-0.7.6a-sb/125bp/hg19a/A49008_2_lanes_dupsFlagged.bam,SA680N/A49008/merge32965_bwa-mem-0.7.6a-sb/125bp/hg19a/A49008_2_lanes_dupsFlagged.bam.bai,5799,True,A49008,SA680N
SA681N/A49009/merge32966_bwa-mem-0.7.6a-sb/125bp/hg19a/A49009_2_lanes_dupsFlagged.bam,SA681N/A49009/merge32966_bwa-mem-0.7.6a-sb/125bp/hg19a/A49009_2_lanes_dupsFlagged.bam.bai,5800,True,A49009,SA681N
SA683N/A49010/merge32967_bwa-mem-0.7.6a-sb/125bp/hg19a/A49010_2_lanes_dupsFlagged.bam,SA683N/A49010/merge32967_bwa-mem-0.7.6a-sb/125bp/hg19a/A49010_2_lanes_dupsFlagged.bam.bai,5801,True,A49010,SA683N
SA682N/A49011/merge32968_bwa-mem-0.7.6a-sb/125bp/hg19a/A49011_2_lanes_dupsFlagged.bam,SA682N/A49011/merge32968_bwa-mem-0.7.6a-sb/125bp/hg19a/A49011_2_lanes_dupsFlagged.bam.bai,5802,True,A49011,SA682N
SA398/A49012/merge32970_bwa-mem-0.7.6a-sb/125bp/hg19a/A49012_4_lanes_dupsFlagged.bam,SA398/A49012/merge32970_bwa-mem-0.7.6a-sb/125bp/hg19a/A49012_4_lanes_dupsFlagged.bam.bai,5870,True,A49012,SA398
SA272/A49013/merge32971_bwa-mem-0.7.6a-sb/125bp/hg19a/A49013_4_lanes_dupsFlagged.bam,SA272/A49013/merge32971_bwa-mem-0.7.6a-sb/125bp/hg19a/A49013_4_lanes_dupsFlagged.bam.bai,5871,True,A49013,SA272
SA398N/A49014/merge32972_bwa-mem-0.7.6a-sb/125bp/hg19a/A49014_2_lanes_dupsFlagged.bam,SA398N/A49014/merge32972_bwa-mem-0.7.6a-sb/125bp/hg19a/A49014_2_lanes_dupsFlagged.bam.bai,5803,True,A49014,SA398N
SA272N/A49015/merge32973_bwa-mem-0.7.6a-sb/125bp/hg19a/A49015_2_lanes_dupsFlagged.bam,SA272N/A49015/merge32973_bwa-mem-0.7.6a-sb/125bp/hg19a/A49015_2_lanes_dupsFlagged.bam.bai,5804,True,A49015,SA272N
SA604N/A49445/merge32912_bwa-mem-0.7.6a-sb/125bp/hg19a/A49445_2_lanes_dupsFlagged.bam,SA604N/A49445/merge32912_bwa-mem-0.7.6a-sb/125bp/hg19a/A49445_2_lanes_dupsFlagged.bam.bai,5805,True,A49445,SA604N
SA605N/A49446/merge32911_bwa-mem-0.7.6a-sb/125bp/hg19a/A49446_2_lanes_dupsFlagged.bam,SA605N/A49446/merge32911_bwa-mem-0.7.6a-sb/125bp/hg19a/A49446_2_lanes_dupsFlagged.bam.bai,5806,True,A49446,SA605N
SA609N/A49448/merge32917_bwa-mem-0.7.6a-sb/125bp/hg19a/A49448_2_lanes_dupsFlagged.bam,SA609N/A49448/merge32917_bwa-mem-0.7.6a-sb/125bp/hg19a/A49448_2_lanes_dupsFlagged.bam.bai,5807,True,A49448,SA609N
SA610N/A49449/merge32910_bwa-mem-0.7.6a-sb/125bp/hg19a/A49449_2_lanes_dupsFlagged.bam,SA610N/A49449/merge32910_bwa-mem-0.7.6a-sb/125bp/hg19a/A49449_2_lanes_dupsFlagged.bam.bai,5808,True,A49449,SA610N
SA604T/A49450/merge32909_bwa-mem-0.7.6a-sb/125bp/hg19a/A49450_4_lanes_dupsFlagged.bam,SA604T/A49450/merge32909_bwa-mem-0.7.6a-sb/125bp/hg19a/A49450_4_lanes_dupsFlagged.bam.bai,5872,True,A49450,SA604T
SA605T/A49453/merge32918_bwa-mem-0.7.6a-sb/125bp/hg19a/A49453_4_lanes_dupsFlagged.bam,SA605T/A49453/merge32918_bwa-mem-0.7.6a-sb/125bp/hg19a/A49453_4_lanes_dupsFlagged.bam.bai,5873,True,A49453,SA605T
SA609T/A49460/merge32916_bwa-mem-0.7.6a-sb/125bp/hg19a/A49460_4_lanes_dupsFlagged.bam,SA609T/A49460/merge32916_bwa-mem-0.7.6a-sb/125bp/hg19a/A49460_4_lanes_dupsFlagged.bam.bai,5874,True,A49460,SA609T
SA610T/A49461/merge32908_bwa-mem-0.7.6a-sb/125bp/hg19a/A49461_4_lanes_dupsFlagged.bam,SA610T/A49461/merge32908_bwa-mem-0.7.6a-sb/125bp/hg19a/A49461_4_lanes_dupsFlagged.bam.bai,5875,True,A49461,SA610T
SA218/A50135/merge32974_bwa-mem-0.7.6a-sb/125bp/hg19a/A50135_4_lanes_dupsFlagged.bam,SA218/A50135/merge32974_bwa-mem-0.7.6a-sb/125bp/hg19a/A50135_4_lanes_dupsFlagged.bam.bai,5876,True,A50135,SA218
SA219/A50136/merge32975_bwa-mem-0.7.6a-sb/125bp/hg19a/A50136_4_lanes_dupsFlagged.bam,SA219/A50136/merge32975_bwa-mem-0.7.6a-sb/125bp/hg19a/A50136_4_lanes_dupsFlagged.bam.bai,5877,True,A50136,SA219
SA218N/A50137/merge32976_bwa-mem-0.7.6a-sb/125bp/hg19a/A50137_2_lanes_dupsFlagged.bam,SA218N/A50137/merge32976_bwa-mem-0.7.6a-sb/125bp/hg19a/A50137_2_lanes_dupsFlagged.bam.bai,5809,True,A50137,SA218N
SA219N/A50138/merge32977_bwa-mem-0.7.6a-sb/125bp/hg19a/A50138_2_lanes_dupsFlagged.bam,SA219N/A50138/merge32977_bwa-mem-0.7.6a-sb/125bp/hg19a/A50138_2_lanes_dupsFlagged.bam.bai,5810,True,A50138,SA219N
SA718T-1A/A50278/merge32470_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50278_3_lanes_dupsFlagged.bam,SA718T-1A/A50278/merge32470_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50278_3_lanes_dupsFlagged.bam.bai,4807,True,A50278,SA718T-1A
SA718T-1C/A50280/merge32464_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50280_3_lanes_dupsFlagged.bam,SA718T-1C/A50280/merge32464_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50280_3_lanes_dupsFlagged.bam.bai,4801,True,A50280,SA718T-1C
SA720T-1A/A50290/merge32465_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50290_3_lanes_dupsFlagged.bam,SA720T-1A/A50290/merge32465_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50290_3_lanes_dupsFlagged.bam.bai,4802,True,A50290,SA720T-1A
SA720T-1B/A50291/merge32466_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50291_3_lanes_dupsFlagged.bam,SA720T-1B/A50291/merge32466_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50291_3_lanes_dupsFlagged.bam.bai,4803,True,A50291,SA720T-1B
SA720T-1C/A50292/merge32467_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50292_3_lanes_dupsFlagged.bam,SA720T-1C/A50292/merge32467_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50292_3_lanes_dupsFlagged.bam.bai,4804,True,A50292,SA720T-1C
SA720T-2B/A50294/merge32468_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50294_3_lanes_dupsFlagged.bam,SA720T-2B/A50294/merge32468_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50294_3_lanes_dupsFlagged.bam.bai,4805,True,A50294,SA720T-2B
SA720T-2C/A50295/merge32469_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50295_3_lanes_dupsFlagged.bam,SA720T-2C/A50295/merge32469_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A50295_3_lanes_dupsFlagged.bam.bai,4806,True,A50295,SA720T-2C
SA667N/A51461/merge32978_bwa-mem-0.7.6a-sb/125bp/hg19a/A51461_2_lanes_dupsFlagged.bam,SA667N/A51461/merge32978_bwa-mem-0.7.6a-sb/125bp/hg19a/A51461_2_lanes_dupsFlagged.bam.bai,5811,True,A51461,SA667N
SA718T-1B/A51587/merge32463_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A51587_3_lanes_dupsFlagged.bam,SA718T-1B/A51587/merge32463_bwa-mem-0.7.6a-sb/125bp-150bp/hg19a/A51587_3_lanes_dupsFlagged.bam.bai,4800,True,A51587,SA718T-1B
SA718T-2A/A51588/merge32979_bwa-mem-0.7.6a-sb/125bp/hg19a/A51588_3_lanes_dupsFlagged.bam,SA718T-2A/A51588/merge32979_bwa-mem-0.7.6a-sb/125bp/hg19a/A51588_3_lanes_dupsFlagged.bam.bai,5878,True,A51588,SA718T-2A
SA718T-2B/A51589/merge32980_bwa-mem-0.7.6a-sb/125bp/hg19a/A51589_3_lanes_dupsFlagged.bam,SA718T-2B/A51589/merge32980_bwa-mem-0.7.6a-sb/125bp/hg19a/A51589_3_lanes_dupsFlagged.bam.bai,5879,True,A51589,SA718T-2B
SA718N/A51604/merge32981_bwa-mem-0.7.6a-sb/125bp/hg19a/A51604_2_lanes_dupsFlagged.bam,SA718N/A51604/merge32981_bwa-mem-0.7.6a-sb/125bp/hg19a/A51604_2_lanes_dupsFlagged.bam.bai,5812,True,A51604,SA718N
SA720N/A51606/merge32982_bwa-mem-0.7.6a-sb/125bp/hg19a/A51606_2_lanes_dupsFlagged.bam,SA720N/A51606/merge32982_bwa-mem-0.7.6a-sb/125bp/hg19a/A51606_2_lanes_dupsFlagged.bam.bai,5813,True,A51606,SA720N
SA998N/A66769/H5WLTALXX_7/A66769/150nt/hg19a/bwa-mem-0.7.6a-sb//H5WLTALXX_7_ATCACG.bam.spec,,4774,False,A66769,SA998N
SA998T/A66770/H5WLTALXX_8/A66770/150nt/hg19a/bwa-mem-0.7.6a-sb//H5WLTALXX_8_CGATGT.bam.spec,,4775,False,A66770,SA998T
SA997N/A66771/H5WL3ALXX_1/A66771/150nt/hg19a/bwa-mem-0.7.6a-sb//H5WL3ALXX_1_TTAGGC.bam.spec,,4772,False,A66771,SA997N
SA997T/A66772/H5WL3ALXX_2/A66772/150nt/hg19a/bwa-mem-0.7.6a-sb//H5WL3ALXX_2_TGACCA.bam.spec,,4773,False,A66772,SA997T
SA1017N/A77803/H3LF2CCXY_1/A77803/150nt/hg19a/bwa-mem-0.7.6a-sb/A77803_1_lane_dupsFlagged.bam,SA1017N/A77803/H3LF2CCXY_1/A77803/150nt/hg19a/bwa-mem-0.7.6a-sb/A77803_1_lane_dupsFlagged.bam.bai,99,True,A77803,SA1017N
SA1017T/A77804/merge26667_bwa-mem-0.7.6a-sb/150nt/hg19a/A77804_2_lanes_dupsFlagged.bam,SA1017T/A77804/merge26667_bwa-mem-0.7.6a-sb/150nt/hg19a/A77804_2_lanes_dupsFlagged.bam.bai,5908,True,A77804,SA1017T
SA992N/A77809/H3TG2CCXY_1/A77809/150nt/hg19a/bwa-mem-0.7.6a-sb/A77809_1_lane_dupsFlagged.bam,SA992N/A77809/H3TG2CCXY_1/A77809/150nt/hg19a/bwa-mem-0.7.6a-sb/A77809_1_lane_dupsFlagged.bam.bai,17,True,A77809,SA992N
