bam_filename,bam_index_filename,dataset_pk,is_on_blob,library_id,sample_id
SA992T/A77810/merge26666_bwa-mem-0.7.6a-sb/150nt/hg19a/A77810_2_lanes_dupsFlagged.bam,SA992T/A77810/merge26666_bwa-mem-0.7.6a-sb/150nt/hg19a/A77810_2_lanes_dupsFlagged.bam.bai,5919,True,A77810,SA992T
SA994N/A77818/H3LC5CCXY_5/A77818/150nt/hg19a/bwa-mem-0.7.6a-sb/A77818_1_lane_dupsFlagged.bam,SA994N/A77818/H3LC5CCXY_5/A77818/150nt/hg19a/bwa-mem-0.7.6a-sb/A77818_1_lane_dupsFlagged.bam.bai,26,True,A77818,SA994N
SA994T/A77819/merge26669_bwa-mem-0.7.6a-sb/150nt/hg19a/A77819_2_lanes_dupsFlagged.bam,SA994T/A77819/merge26669_bwa-mem-0.7.6a-sb/150nt/hg19a/A77819_2_lanes_dupsFlagged.bam.bai,5917,True,A77819,SA994T
SA1027N/A77824/H3LGNCCXY_3/A77824/150nt/hg19a/bwa-mem-0.7.6a-sb/A77824_1_lane_dupsFlagged.bam,SA1027N/A77824/H3LGNCCXY_3/A77824/150nt/hg19a/bwa-mem-0.7.6a-sb/A77824_1_lane_dupsFlagged.bam.bai,32,True,A77824,SA1027N
SA1027T/A77825/merge26670_bwa-mem-0.7.6a-sb/150nt/hg19a/A77825_2_lanes_dupsFlagged.bam,SA1027T/A77825/merge26670_bwa-mem-0.7.6a-sb/150nt/hg19a/A77825_2_lanes_dupsFlagged.bam.bai,5909,True,A77825,SA1027T
SA1028T/A77838/merge27426_bwa-mem-0.7.6a-sb/150nt/hg19a/A77838_2_lanes_dupsFlagged.bam,SA1028T/A77838/merge27426_bwa-mem-0.7.6a-sb/150nt/hg19a/A77838_2_lanes_dupsFlagged.bam.bai,5918,True,A77838,SA1028T
SA1028N/A77839/H3L5GCCXY_2/A77839/150nt/hg19a/bwa-mem-0.7.6a-sb/A77839_1_lane_dupsFlagged.bam,SA1028N/A77839/H3L5GCCXY_2/A77839/150nt/hg19a/bwa-mem-0.7.6a-sb/A77839_1_lane_dupsFlagged.bam.bai,47,True,A77839,SA1028N
SA1026T/A77870/merge27428_bwa-mem-0.7.6a-sb/150nt/hg19a/A77870_2_lanes_dupsFlagged.bam,SA1026T/A77870/merge27428_bwa-mem-0.7.6a-sb/150nt/hg19a/A77870_2_lanes_dupsFlagged.bam.bai,5916,True,A77870,SA1026T
SA1026N/A77871/H7HLNCCXY_5/A77871/150nt/hg19a/bwa-mem-0.7.6a-sb/A77871_1_lane_dupsFlagged.bam,SA1026N/A77871/H7HLNCCXY_5/A77871/150nt/hg19a/bwa-mem-0.7.6a-sb/A77871_1_lane_dupsFlagged.bam.bai,75,True,A77871,SA1026N
SA1035T/A77873/merge27425_bwa-mem-0.7.6a-sb/150nt/hg19a/A77873_2_lanes_dupsFlagged.bam,SA1035T/A77873/merge27425_bwa-mem-0.7.6a-sb/150nt/hg19a/A77873_2_lanes_dupsFlagged.bam.bai,5915,True,A77873,SA1035T
SA1035N/A77874/H7HLNCCXY_8/A77874/150nt/hg19a/bwa-mem-0.7.6a-sb/A77874_1_lane_dupsFlagged.bam,SA1035N/A77874/H7HLNCCXY_8/A77874/150nt/hg19a/bwa-mem-0.7.6a-sb/A77874_1_lane_dupsFlagged.bam.bai,78,True,A77874,SA1035N
SA1040T/A77886/merge27427_bwa-mem-0.7.6a-sb/150nt/hg19a/A77886_2_lanes_dupsFlagged.bam,SA1040T/A77886/merge27427_bwa-mem-0.7.6a-sb/150nt/hg19a/A77886_2_lanes_dupsFlagged.bam.bai,5910,True,A77886,SA1040T
SA1040N/A77887/H3YYTCCXY_5/A77887/150nt/hg19a/bwa-mem-0.7.6a-sb/A77887_1_lane_dupsFlagged.bam,SA1040N/A77887/H3YYTCCXY_5/A77887/150nt/hg19a/bwa-mem-0.7.6a-sb/A77887_1_lane_dupsFlagged.bam.bai,91,True,A77887,SA1040N
SA1065T/A80203/merge24311_bwa-mem-0.7.6a-sb/150nt/hg19a/A80203_2_lanes_dupsFlagged.bam,SA1065T/A80203/merge24311_bwa-mem-0.7.6a-sb/150nt/hg19a/A80203_2_lanes_dupsFlagged.bam.bai,278,True,A80203,SA1065T
SA1070T/A80215/merge24371_bwa-mem-0.7.6a-sb/150nt/hg19a/A80215_2_lanes_dupsFlagged.bam,SA1070T/A80215/merge24371_bwa-mem-0.7.6a-sb/150nt/hg19a/A80215_2_lanes_dupsFlagged.bam.bai,291,True,A80215,SA1070T
SA1064T/A80216/merge24388_bwa-mem-0.7.6a-sb/150nt/hg19a/A80216_2_lanes_dupsFlagged.bam,SA1064T/A80216/merge24388_bwa-mem-0.7.6a-sb/150nt/hg19a/A80216_2_lanes_dupsFlagged.bam.bai,276,True,A80216,SA1064T
SA1072T/A80219/merge24391_bwa-mem-0.7.6a-sb/150nt/hg19a/A80219_2_lanes_dupsFlagged.bam,SA1072T/A80219/merge24391_bwa-mem-0.7.6a-sb/150nt/hg19a/A80219_2_lanes_dupsFlagged.bam.bai,295,True,A80219,SA1072T
SA1062T/A80220/merge24398_bwa-mem-0.7.6a-sb/150nt/hg19a/A80220_2_lanes_dupsFlagged.bam,SA1062T/A80220/merge24398_bwa-mem-0.7.6a-sb/150nt/hg19a/A80220_2_lanes_dupsFlagged.bam.bai,269,True,A80220,SA1062T
SA1071T/A80222/merge24394_bwa-mem-0.7.6a-sb/150nt/hg19a/A80222_2_lanes_dupsFlagged.bam,SA1071T/A80222/merge24394_bwa-mem-0.7.6a-sb/150nt/hg19a/A80222_2_lanes_dupsFlagged.bam.bai,293,True,A80222,SA1071T
SA1073T/A80223/merge24397_bwa-mem-0.7.6a-sb/150nt/hg19a/A80223_2_lanes_dupsFlagged.bam,SA1073T/A80223/merge24397_bwa-mem-0.7.6a-sb/150nt/hg19a/A80223_2_lanes_dupsFlagged.bam.bai,297,True,A80223,SA1073T
SA1069T/A80224/merge24396_bwa-mem-0.7.6a-sb/150nt/hg19a/A80224_2_lanes_dupsFlagged.bam,SA1069T/A80224/merge24396_bwa-mem-0.7.6a-sb/150nt/hg19a/A80224_2_lanes_dupsFlagged.bam.bai,289,True,A80224,SA1069T
SA1074T/A80225/merge24466_bwa-mem-0.7.6a-sb/150nt/hg19a/A80225_2_lanes_dupsFlagged.bam,SA1074T/A80225/merge24466_bwa-mem-0.7.6a-sb/150nt/hg19a/A80225_2_lanes_dupsFlagged.bam.bai,299,True,A80225,SA1074T
SA1058T/A80227/merge24395_bwa-mem-0.7.6a-sb/150nt/hg19a/A80227_2_lanes_dupsFlagged.bam,SA1058T/A80227/merge24395_bwa-mem-0.7.6a-sb/150nt/hg19a/A80227_2_lanes_dupsFlagged.bam.bai,254,True,A80227,SA1058T
SA1058N/A80233/HCVWYCCXY_7/A80233/150nt/hg19a/bwa-mem-0.7.6a-sb/A80233_1_lane_dupsFlagged.bam,SA1058N/A80233/HCVWYCCXY_7/A80233/150nt/hg19a/bwa-mem-0.7.6a-sb/A80233_1_lane_dupsFlagged.bam.bai,253,True,A80233,SA1058N
SA1062N/A80237/HCWGFCCXY_7/A80237/150nt/hg19a/bwa-mem-0.7.6a-sb/A80237_1_lane_dupsFlagged.bam,SA1062N/A80237/HCWGFCCXY_7/A80237/150nt/hg19a/bwa-mem-0.7.6a-sb/A80237_1_lane_dupsFlagged.bam.bai,268,True,A80237,SA1062N
SA1064N/A80239/HCW3TCCXY_2/A80239/150nt/hg19a/bwa-mem-0.7.6a-sb/A80239_1_lane_dupsFlagged.bam,SA1064N/A80239/HCW3TCCXY_2/A80239/150nt/hg19a/bwa-mem-0.7.6a-sb/A80239_1_lane_dupsFlagged.bam.bai,275,True,A80239,SA1064N
SA1065N/A80240/HCW3TCCXY_3/A80240/150nt/hg19a/bwa-mem-0.7.6a-sb/A80240_1_lane_dupsFlagged.bam,SA1065N/A80240/HCW3TCCXY_3/A80240/150nt/hg19a/bwa-mem-0.7.6a-sb/A80240_1_lane_dupsFlagged.bam.bai,277,True,A80240,SA1065N
SA1069N/A80244/HCW3TCCXY_7/A80244/150nt/hg19a/bwa-mem-0.7.6a-sb/A80244_1_lane_dupsFlagged.bam,SA1069N/A80244/HCW3TCCXY_7/A80244/150nt/hg19a/bwa-mem-0.7.6a-sb/A80244_1_lane_dupsFlagged.bam.bai,288,True,A80244,SA1069N
SA1070N/A80245/HCW3TCCXY_8/A80245/150nt/hg19a/bwa-mem-0.7.6a-sb/A80245_1_lane_dupsFlagged.bam,SA1070N/A80245/HCW3TCCXY_8/A80245/150nt/hg19a/bwa-mem-0.7.6a-sb/A80245_1_lane_dupsFlagged.bam.bai,290,True,A80245,SA1070N
SA1071N/A80246/HCVY3CCXY_4/A80246/150nt/hg19a/bwa-mem-0.7.6a-sb/A80246_1_lane_dupsFlagged.bam,SA1071N/A80246/HCVY3CCXY_4/A80246/150nt/hg19a/bwa-mem-0.7.6a-sb/A80246_1_lane_dupsFlagged.bam.bai,292,True,A80246,SA1071N
SA1072N/A80247/HCVY3CCXY_5/A80247/150nt/hg19a/bwa-mem-0.7.6a-sb/A80247_1_lane_dupsFlagged.bam,SA1072N/A80247/HCVY3CCXY_5/A80247/150nt/hg19a/bwa-mem-0.7.6a-sb/A80247_1_lane_dupsFlagged.bam.bai,294,True,A80247,SA1072N
SA1073N/A80248/HCVY3CCXY_6/A80248/150nt/hg19a/bwa-mem-0.7.6a-sb/A80248_1_lane_dupsFlagged.bam,SA1073N/A80248/HCVY3CCXY_6/A80248/150nt/hg19a/bwa-mem-0.7.6a-sb/A80248_1_lane_dupsFlagged.bam.bai,296,True,A80248,SA1073N
SA1074N/A80249/HCVY3CCXY_7/A80249/150nt/hg19a/bwa-mem-0.7.6a-sb/A80249_1_lane_dupsFlagged.bam,SA1074N/A80249/HCVY3CCXY_7/A80249/150nt/hg19a/bwa-mem-0.7.6a-sb/A80249_1_lane_dupsFlagged.bam.bai,298,True,A80249,SA1074N
SA101N/A91659/merge31357_bwa-mem-0.7.6a-sb/150bp/hg19a/A91659_26_lanes_dupsFlagged.bam,SA101N/A91659/merge31357_bwa-mem-0.7.6a-sb/150bp/hg19a/A91659_26_lanes_dupsFlagged.bam.bai,5962,True,A91659,SA101N
SA211N/A91660/merge31365_bwa-mem-0.7.6a-sb/150bp/hg19a/A91660_26_lanes_dupsFlagged.bam,SA211N/A91660/merge31365_bwa-mem-0.7.6a-sb/150bp/hg19a/A91660_26_lanes_dupsFlagged.bam.bai,5907,True,A91660,SA211N
SA212N/A91661/merge29065_bwa-mem-0.7.6a-sb/150bp/hg19a/A91661_19_lanes_dupsFlagged.bam,SA212N/A91661/merge29065_bwa-mem-0.7.6a-sb/150bp/hg19a/A91661_19_lanes_dupsFlagged.bam.bai,5963,True,A91661,SA212N
SA214N/A91662/merge29063_bwa-mem-0.7.6a-sb/150bp/hg19a/A91662_19_lanes_dupsFlagged.bam,SA214N/A91662/merge29063_bwa-mem-0.7.6a-sb/150bp/hg19a/A91662_19_lanes_dupsFlagged.bam.bai,5964,True,A91662,SA214N
SA220N/A91663/merge31363_bwa-mem-0.7.6a-sb/150bp/hg19a/A91663_26_lanes_dupsFlagged.bam,SA220N/A91663/merge31363_bwa-mem-0.7.6a-sb/150bp/hg19a/A91663_26_lanes_dupsFlagged.bam.bai,5906,True,A91663,SA220N
SA224N/A91665/merge31373_bwa-mem-0.7.6a-sb/150bp/hg19a/A91665_26_lanes_dupsFlagged.bam,SA224N/A91665/merge31373_bwa-mem-0.7.6a-sb/150bp/hg19a/A91665_26_lanes_dupsFlagged.bam.bai,5965,True,A91665,SA224N
SA225N/A91666/merge31374_bwa-mem-0.7.6a-sb/150bp/hg19a/A91666_26_lanes_dupsFlagged.bam,SA225N/A91666/merge31374_bwa-mem-0.7.6a-sb/150bp/hg19a/A91666_26_lanes_dupsFlagged.bam.bai,5966,True,A91666,SA225N
SA226N/A91667/merge29058_bwa-mem-0.7.6a-sb/150bp/hg19a/A91667_19_lanes_dupsFlagged.bam,SA226N/A91667/merge29058_bwa-mem-0.7.6a-sb/150bp/hg19a/A91667_19_lanes_dupsFlagged.bam.bai,5967,True,A91667,SA226N
SA228N/A91668/merge31362_bwa-mem-0.7.6a-sb/150bp/hg19a/A91668_26_lanes_dupsFlagged.bam,SA228N/A91668/merge31362_bwa-mem-0.7.6a-sb/150bp/hg19a/A91668_26_lanes_dupsFlagged.bam.bai,5968,True,A91668,SA228N
SA229N/A91669/merge31359_bwa-mem-0.7.6a-sb/150bp/hg19a/A91669_26_lanes_dupsFlagged.bam,SA229N/A91669/merge31359_bwa-mem-0.7.6a-sb/150bp/hg19a/A91669_26_lanes_dupsFlagged.bam.bai,5969,True,A91669,SA229N
SA230N/A91670/merge31371_bwa-mem-0.7.6a-sb/150bp/hg19a/A91670_26_lanes_dupsFlagged.bam,SA230N/A91670/merge31371_bwa-mem-0.7.6a-sb/150bp/hg19a/A91670_26_lanes_dupsFlagged.bam.bai,5912,True,A91670,SA230N
SA231N/A91671/merge31358_bwa-mem-0.7.6a-sb/150bp/hg19a/A91671_26_lanes_dupsFlagged.bam,SA231N/A91671/merge31358_bwa-mem-0.7.6a-sb/150bp/hg19a/A91671_26_lanes_dupsFlagged.bam.bai,5970,True,A91671,SA231N
SA233N/A91672/merge31370_bwa-mem-0.7.6a-sb/150bp/hg19a/A91672_26_lanes_dupsFlagged.bam,SA233N/A91672/merge31370_bwa-mem-0.7.6a-sb/150bp/hg19a/A91672_26_lanes_dupsFlagged.bam.bai,5971,True,A91672,SA233N
SA234N/A91673/merge31368_bwa-mem-0.7.6a-sb/150bp/hg19a/A91673_26_lanes_dupsFlagged.bam,SA234N/A91673/merge31368_bwa-mem-0.7.6a-sb/150bp/hg19a/A91673_26_lanes_dupsFlagged.bam.bai,5913,True,A91673,SA234N
SA237N/A91674/merge31361_bwa-mem-0.7.6a-sb/150bp/hg19a/A91674_26_lanes_dupsFlagged.bam,SA237N/A91674/merge31361_bwa-mem-0.7.6a-sb/150bp/hg19a/A91674_26_lanes_dupsFlagged.bam.bai,5972,True,A91674,SA237N
SA271N/A91675/merge31372_bwa-mem-0.7.6a-sb/150bp/hg19a/A91675_26_lanes_dupsFlagged.bam,SA271N/A91675/merge31372_bwa-mem-0.7.6a-sb/150bp/hg19a/A91675_26_lanes_dupsFlagged.bam.bai,5973,True,A91675,SA271N
SA277N/A91676/merge31369_bwa-mem-0.7.6a-sb/150bp/hg19a/A91676_26_lanes_dupsFlagged.bam,SA277N/A91676/merge31369_bwa-mem-0.7.6a-sb/150bp/hg19a/A91676_26_lanes_dupsFlagged.bam.bai,5974,True,A91676,SA277N
SA278N/A91677/merge31355_bwa-mem-0.7.6a-sb/150bp/hg19a/A91677_26_lanes_dupsFlagged.bam,SA278N/A91677/merge31355_bwa-mem-0.7.6a-sb/150bp/hg19a/A91677_26_lanes_dupsFlagged.bam.bai,5911,True,A91677,SA278N
SA282N/A91678/merge31364_bwa-mem-0.7.6a-sb/150bp/hg19a/A91678_26_lanes_dupsFlagged.bam,SA282N/A91678/merge31364_bwa-mem-0.7.6a-sb/150bp/hg19a/A91678_26_lanes_dupsFlagged.bam.bai,5975,True,A91678,SA282N
SA284N/A91679/merge29044_bwa-mem-0.7.6a-sb/150bp/hg19a/A91679_19_lanes_dupsFlagged.bam,SA284N/A91679/merge29044_bwa-mem-0.7.6a-sb/150bp/hg19a/A91679_19_lanes_dupsFlagged.bam.bai,5976,True,A91679,SA284N
SA297N/A91680/merge31360_bwa-mem-0.7.6a-sb/150bp/hg19a/A91680_26_lanes_dupsFlagged.bam,SA297N/A91680/merge31360_bwa-mem-0.7.6a-sb/150bp/hg19a/A91680_26_lanes_dupsFlagged.bam.bai,5978,True,A91680,SA297N
SA399N/A91681/merge31354_bwa-mem-0.7.6a-sb/150bp/hg19a/A91681_26_lanes_dupsFlagged.bam,SA399N/A91681/merge31354_bwa-mem-0.7.6a-sb/150bp/hg19a/A91681_26_lanes_dupsFlagged.bam.bai,5979,True,A91681,SA399N
SA400N/A91682/merge31366_bwa-mem-0.7.6a-sb/150bp/hg19a/A91682_26_lanes_dupsFlagged.bam,SA400N/A91682/merge31366_bwa-mem-0.7.6a-sb/150bp/hg19a/A91682_26_lanes_dupsFlagged.bam.bai,5980,True,A91682,SA400N
SA415N/A91683/merge29053_bwa-mem-0.7.6a-sb/150bp/hg19a/A91683_19_lanes_dupsFlagged.bam,SA415N/A91683/merge29053_bwa-mem-0.7.6a-sb/150bp/hg19a/A91683_19_lanes_dupsFlagged.bam.bai,5981,True,A91683,SA415N
SA416N/bam/WGS/A91684/lanes_5d0c3c27/SA416N_A91684_5d0c3c27.bam,SA416N/bam/WGS/A91684/lanes_5d0c3c27/SA416N_A91684_5d0c3c27.bam.bai,5982,False,A91684,SA416N
SA294N/A91686/merge31356_bwa-mem-0.7.6a-sb/150bp/hg19a/A91686_26_lanes_dupsFlagged.bam,SA294N/A91686/merge31356_bwa-mem-0.7.6a-sb/150bp/hg19a/A91686_26_lanes_dupsFlagged.bam.bai,5977,True,A91686,SA294N
SA101/A91687/merge32260_bwa-mem-0.7.6a-sb/150bp/hg19a/A91687_56_lanes_dupsFlagged.bam,SA101/A91687/merge32260_bwa-mem-0.7.6a-sb/150bp/hg19a/A91687_56_lanes_dupsFlagged.bam.bai,5928,True,A91687,SA101
SA211/A91688/merge32008_bwa-mem-0.7.6a-sb/150bp/hg19a/A91688_49_lanes_dupsFlagged.bam,SA211/A91688/merge32008_bwa-mem-0.7.6a-sb/150bp/hg19a/A91688_49_lanes_dupsFlagged.bam.bai,4732,True,A91688,SA211
SA212/A91689/merge32252_bwa-mem-0.7.6a-sb/150bp/hg19a/A91689_56_lanes_dupsFlagged.bam,SA212/A91689/merge32252_bwa-mem-0.7.6a-sb/150bp/hg19a/A91689_56_lanes_dupsFlagged.bam.bai,5944,True,A91689,SA212
SA214/A91690/merge28143_bwa-mem-0.7.6a-sb/150bp/hg19a/A91690_21_lanes_dupsFlagged.bam,SA214/A91690/merge28143_bwa-mem-0.7.6a-sb/150bp/hg19a/A91690_21_lanes_dupsFlagged.bam.bai,5945,True,A91690,SA214
SA220/A91691/merge31199_bwa-mem-0.7.6a-sb/150bp/hg19a/A91691_38_lanes_dupsFlagged.bam,SA220/A91691/merge31199_bwa-mem-0.7.6a-sb/150bp/hg19a/A91691_38_lanes_dupsFlagged.bam.bai,5914,True,A91691,SA220
SA224/A91692/merge32265_bwa-mem-0.7.6a-sb/150bp/hg19a/A91692_56_lanes_dupsFlagged.bam,SA224/A91692/merge32265_bwa-mem-0.7.6a-sb/150bp/hg19a/A91692_56_lanes_dupsFlagged.bam.bai,5946,True,A91692,SA224
SA225/A91693/merge32264_bwa-mem-0.7.6a-sb/150bp/hg19a/A91693_56_lanes_dupsFlagged.bam,SA225/A91693/merge32264_bwa-mem-0.7.6a-sb/150bp/hg19a/A91693_56_lanes_dupsFlagged.bam.bai,5947,True,A91693,SA225
SA226/A91694/merge32256_bwa-mem-0.7.6a-sb/150bp/hg19a/A91694_56_lanes_dupsFlagged.bam,SA226/A91694/merge32256_bwa-mem-0.7.6a-sb/150bp/hg19a/A91694_56_lanes_dupsFlagged.bam.bai,5948,True,A91694,SA226
SA228/A91695/merge32258_bwa-mem-0.7.6a-sb/150bp/hg19a/A91695_56_lanes_dupsFlagged.bam,SA228/A91695/merge32258_bwa-mem-0.7.6a-sb/150bp/hg19a/A91695_56_lanes_dupsFlagged.bam.bai,5949,True,A91695,SA228
SA229/A91696/merge32262_bwa-mem-0.7.6a-sb/150bp/hg19a/A91696_56_lanes_dupsFlagged.bam,SA229/A91696/merge32262_bwa-mem-0.7.6a-sb/150bp/hg19a/A91696_56_lanes_dupsFlagged.bam.bai,5950,True,A91696,SA229
SA230/A91697/merge32027_bwa-mem-0.7.6a-sb/150bp/hg19a/A91697_49_lanes_dupsFlagged.bam,SA230/A91697/merge32027_bwa-mem-0.7.6a-sb/150bp/hg19a/A91697_49_lanes_dupsFlagged.bam.bai,4735,True,A91697,SA230
SA231/A91698/merge32275_bwa-mem-0.7.6a-sb/150bp/hg19a/A91698_56_lanes_dupsFlagged.bam,SA231/A91698/merge32275_bwa-mem-0.7.6a-sb/150bp/hg19a/A91698_56_lanes_dupsFlagged.bam.bai,5951,True,A91698,SA231
SA233/A91699/merge32267_bwa-mem-0.7.6a-sb/150bp/hg19a/A91699_56_lanes_dupsFlagged.bam,SA233/A91699/merge32267_bwa-mem-0.7.6a-sb/150bp/hg19a/A91699_56_lanes_dupsFlagged.bam.bai,5952,True,A91699,SA233
SA234/A91700/merge32016_bwa-mem-0.7.6a-sb/150bp/hg19a/A91700_49_lanes_dupsFlagged.bam,SA234/A91700/merge32016_bwa-mem-0.7.6a-sb/150bp/hg19a/A91700_49_lanes_dupsFlagged.bam.bai,4738,True,A91700,SA234
SA237/A91701/merge32261_bwa-mem-0.7.6a-sb/150bp/hg19a/A91701_56_lanes_dupsFlagged.bam,SA237/A91701/merge32261_bwa-mem-0.7.6a-sb/150bp/hg19a/A91701_56_lanes_dupsFlagged.bam.bai,5953,True,A91701,SA237
SA271/A91702/merge32269_bwa-mem-0.7.6a-sb/150bp/hg19a/A91702_56_lanes_dupsFlagged.bam,SA271/A91702/merge32269_bwa-mem-0.7.6a-sb/150bp/hg19a/A91702_56_lanes_dupsFlagged.bam.bai,5954,True,A91702,SA271
SA277/A91703/merge32254_bwa-mem-0.7.6a-sb/150bp/hg19a/A91703_56_lanes_dupsFlagged.bam,SA277/A91703/merge32254_bwa-mem-0.7.6a-sb/150bp/hg19a/A91703_56_lanes_dupsFlagged.bam.bai,5955,True,A91703,SA277
SA278/A91704/merge32019_bwa-mem-0.7.6a-sb/150bp/hg19a/A91704_49_lanes_dupsFlagged.bam,SA278/A91704/merge32019_bwa-mem-0.7.6a-sb/150bp/hg19a/A91704_49_lanes_dupsFlagged.bam.bai,4740,True,A91704,SA278
SA282/A91705/merge32259_bwa-mem-0.7.6a-sb/150bp/hg19a/A91705_56_lanes_dupsFlagged.bam,SA282/A91705/merge32259_bwa-mem-0.7.6a-sb/150bp/hg19a/A91705_56_lanes_dupsFlagged.bam.bai,5956,True,A91705,SA282
SA284/A91706/merge32034_bwa-mem-0.7.6a-sb/150bp/hg19a/A91706_49_lanes_dupsFlagged.bam,SA284/A91706/merge32034_bwa-mem-0.7.6a-sb/150bp/hg19a/A91706_49_lanes_dupsFlagged.bam.bai,4743,True,A91706,SA284
SA297/A91707/merge32257_bwa-mem-0.7.6a-sb/150bp/hg19a/A91707_56_lanes_dupsFlagged.bam,SA297/A91707/merge32257_bwa-mem-0.7.6a-sb/150bp/hg19a/A91707_56_lanes_dupsFlagged.bam.bai,5958,True,A91707,SA297
SA399/A91708/merge32263_bwa-mem-0.7.6a-sb/150bp/hg19a/A91708_56_lanes_dupsFlagged.bam,SA399/A91708/merge32263_bwa-mem-0.7.6a-sb/150bp/hg19a/A91708_56_lanes_dupsFlagged.bam.bai,5959,True,A91708,SA399
SA400/A91709/merge32268_bwa-mem-0.7.6a-sb/150bp/hg19a/A91709_56_lanes_dupsFlagged.bam,SA400/A91709/merge32268_bwa-mem-0.7.6a-sb/150bp/hg19a/A91709_56_lanes_dupsFlagged.bam.bai,5960,True,A91709,SA400
SA416/A91711/merge32266_bwa-mem-0.7.6a-sb/150bp/hg19a/A91711_56_lanes_dupsFlagged.bam,SA416/A91711/merge32266_bwa-mem-0.7.6a-sb/150bp/hg19a/A91711_56_lanes_dupsFlagged.bam.bai,5961,True,A91711,SA416
SA294/A91713/merge32253_bwa-mem-0.7.6a-sb/150bp/hg19a/A91713_56_lanes_dupsFlagged.bam,SA294/A91713/merge32253_bwa-mem-0.7.6a-sb/150bp/hg19a/A91713_56_lanes_dupsFlagged.bam.bai,5957,True,A91713,SA294
VBA0082/HS1644/merge32462_bwa-mem-0.7.6a-sb/100bp-150bp/hg19a/HS1644_10_lanes_dupsFlagged.bam,VBA0082/HS1644/merge32462_bwa-mem-0.7.6a-sb/100bp-150bp/hg19a/HS1644_10_lanes_dupsFlagged.bam.bai,4799,True,HS1644,SA095
